DATE,RU1000TR
2008-01-15,3404.70
2008-01-16,3385.70
2008-01-17,3286.94
2008-01-18,3268.48
2008-01-21,.
2008-01-22,3234.17
2008-01-23,3303.58
2008-01-24,3339.67
2008-01-25,3289.56
2008-01-28,3349.34
2008-01-29,3371.18
2008-01-30,3353.44
2008-01-31,3412.23
2008-02-01,3458.46
2008-02-04,3423.46
2008-02-05,3316.08
2008-02-06,3289.91
2008-02-07,3316.26
2008-02-08,3305.06
2008-02-11,3325.48
2008-02-12,3347.27
2008-02-13,3393.64
2008-02-14,3348.64
2008-02-15,3350.79
2008-02-18,.
2008-02-19,3348.82
2008-02-20,3377.40
2008-02-21,3335.29
2008-02-22,3361.32
2008-02-25,3410.06
2008-02-26,3434.04
2008-02-27,3429.51
2008-02-28,3399.12
2008-02-29,3307.98
2008-03-03,3309.80
2008-03-04,3297.23
2008-03-05,3317.04
2008-03-06,3242.62
2008-03-07,3214.17
2008-03-10,3161.02
2008-03-11,3276.58
2008-03-12,3249.69
2008-03-13,3268.75
2008-03-14,3201.69
2008-03-17,3166.72
2008-03-18,3299.30
2008-03-19,3219.13
2008-03-20,3293.60
2008-03-21,.
2008-03-24,3347.07
2008-03-25,3358.70
2008-03-26,3330.32
2008-03-27,3292.64
2008-03-28,3266.49
2008-03-31,3285.57
2008-04-01,3401.52
2008-04-02,3397.79
2008-04-03,3404.04
2008-04-04,3408.37
2008-04-07,3414.20
2008-04-08,3399.73
2008-04-09,3370.12
2008-04-10,3387.31
2008-04-11,3319.20
2008-04-14,3308.65
2008-04-15,3323.56
2008-04-16,3400.68
2008-04-17,3401.24
2008-04-18,3461.27
2008-04-21,3456.52
2008-04-22,3425.53
2008-04-23,3434.91
2008-04-24,3456.93
2008-04-25,3481.28
2008-04-28,3478.71
2008-04-29,3464.01
2008-04-30,3452.16
2008-05-01,3509.92
2008-05-02,3521.21
2008-05-05,3507.83
2008-05-06,3535.17
2008-05-07,3475.38
2008-05-08,3489.66
2008-05-09,3469.73
2008-05-12,3507.48
2008-05-13,3509.76
2008-05-14,3524.06
2008-05-15,3562.86
2008-05-16,3569.28
2008-05-19,3570.65
2008-05-20,3540.07
2008-05-21,3483.10
2008-05-22,3492.95
2008-05-23,3448.43
2008-05-26,.
2008-05-27,3471.26
2008-05-28,3487.95
2008-05-29,3506.69
2008-05-30,3515.47
2008-06-02,3480.80
2008-06-03,3462.58
2008-06-04,3462.97
2008-06-05,3531.92
2008-06-06,3426.56
2008-06-09,3428.23
2008-06-10,3417.52
2008-06-11,3360.84
2008-06-12,3370.58
2008-06-13,3421.63
2008-06-16,3425.36
2008-06-17,3404.93
2008-06-18,3372.23
2008-06-19,3384.97
2008-06-20,3322.99
2008-06-23,3321.93
2008-06-24,3308.39
2008-06-25,3328.66
2008-06-26,3232.94
2008-06-27,3221.12
2008-06-30,3223.45
2008-07-01,3234.23
2008-07-02,3170.39
2008-07-03,3167.89
2008-07-04,.
2008-07-07,3140.26
2008-07-08,3195.08
2008-07-09,3126.24
2008-07-10,3148.16
2008-07-11,3116.21
2008-07-14,3089.20
2008-07-15,3055.59
2008-07-16,3131.38
2008-07-17,3166.76
2008-07-18,3166.86
2008-07-21,3170.23
2008-07-22,3210.22
2008-07-23,3220.72
2008-07-24,3143.21
2008-07-25,3158.51
2008-07-28,3102.81
2008-07-29,3174.39
2008-07-30,3227.21
2008-07-31,3185.97
2008-08-01,3168.72
2008-08-04,3133.85
2008-08-05,3219.69
2008-08-06,3234.95
2008-08-07,3179.12
2008-08-08,3251.47
2008-08-11,3274.82
2008-08-12,3237.06
2008-08-13,3232.29
2008-08-14,3251.24
2008-08-15,3262.76
2008-08-18,3214.75
2008-08-19,3185.56
2008-08-20,3205.56
2008-08-21,3213.54
2008-08-22,3248.90
2008-08-25,3185.77
2008-08-26,3197.75
2008-08-27,3225.08
2008-08-28,3272.41
2008-08-29,3229.83
2008-09-01,.
2008-09-02,3212.38
2008-09-03,3203.06
2008-09-04,3109.22
2008-09-05,3123.41
2008-09-08,3181.26
2008-09-09,3069.28
2008-09-10,3091.29
2008-09-11,3132.00
2008-09-12,3143.92
2008-09-15,2995.90
2008-09-16,3047.69
2008-09-17,2905.32
2008-09-18,3031.77
2008-09-19,3157.61
2008-09-22,3034.01
2008-09-23,2987.82
2008-09-24,2979.76
2008-09-25,3034.41
2008-09-26,3039.94
2008-09-29,2775.81
2008-09-30,2922.13
2008-10-01,2906.51
2008-10-02,2781.49
2008-10-03,2740.73
2008-10-06,2631.29
2008-10-07,2480.84
2008-10-08,2454.63
2008-10-09,2269.91
2008-10-10,2242.92
2008-10-13,2504.72
2008-10-14,2485.56
2008-10-15,2259.24
2008-10-16,2353.24
2008-10-17,2342.92
2008-10-20,2453.72
2008-10-21,2379.02
2008-10-22,2233.84
2008-10-23,2252.31
2008-10-24,2176.01
2008-10-27,2104.63
2008-10-28,2324.69
2008-10-29,2309.41
2008-10-30,2373.66
2008-10-31,2411.91
2008-11-03,2405.86
2008-11-04,2501.55
2008-11-05,2370.88
2008-11-06,2251.90
2008-11-07,2316.96
2008-11-10,2285.04
2008-11-11,2233.44
2008-11-12,2117.21
2008-11-13,2265.39
2008-11-14,2169.59
2008-11-17,2115.48
2008-11-18,2134.43
2008-11-19,2001.39
2008-11-20,1864.45
2008-11-21,1980.37
2008-11-24,2111.20
2008-11-25,2127.63
2008-11-26,2207.48
2008-11-27,.
2008-11-28,2229.52
2008-12-01,2027.37
2008-12-02,2108.89
2008-12-03,2164.65
2008-12-04,2099.78
2008-12-05,2177.84
2008-12-08,2262.95
2008-12-09,2211.35
2008-12-10,2241.46
2008-12-11,2175.32
2008-12-12,2195.02
2008-12-15,2165.51
2008-12-16,2277.87
2008-12-17,2261.17
2008-12-18,2213.36
2008-12-19,2221.08
2008-12-22,2179.28
2008-12-23,2159.85
2008-12-24,2172.39
2008-12-25,.
2008-12-26,2185.90
2008-12-29,2176.10
2008-12-30,2230.82
2008-12-31,2265.14
2009-01-01,.
2009-01-02,2336.95
2009-01-05,2328.71
2009-01-06,2350.22
2009-01-07,2280.70
2009-01-08,2290.78
2009-01-09,2242.17
2009-01-12,2188.92
2009-01-13,2194.83
2009-01-14,2120.02
2009-01-15,2126.08
2009-01-16,2143.93
2009-01-19,.
2009-01-20,2028.67
2009-01-21,2116.99
2009-01-22,2082.76
2009-01-23,2095.33
2009-01-26,2106.40
2009-01-27,2129.36
2009-01-28,2201.85
2009-01-29,2128.83
2009-01-30,2080.26
2009-02-02,2079.75
2009-02-03,2111.28
2009-02-04,2098.88
2009-02-05,2133.71
2009-02-06,2193.88
2009-02-09,2196.73
2009-02-10,2090.98
2009-02-11,2107.03
2009-02-12,2112.53
2009-02-13,2092.38
2009-02-16,.
2009-02-17,1997.54
2009-02-18,1994.27
2009-02-19,1970.85
2009-02-20,1949.89
2009-02-23,1881.23
2009-02-24,1957.49
2009-02-25,1937.01
2009-02-26,1906.66
2009-02-27,1865.19
2009-03-02,1775.60
2009-03-03,1764.85
2009-03-04,1808.57
2009-03-05,1731.64
2009-03-06,1733.84
2009-03-09,1716.92
2009-03-10,1826.62
2009-03-11,1832.23
2009-03-12,1907.34
2009-03-13,1921.57
2009-03-16,1912.60
2009-03-17,1974.15
2009-03-18,2016.35
2009-03-19,1992.40
2009-03-20,1951.85
2009-03-23,2089.50
2009-03-24,2046.94
2009-03-25,2067.03
2009-03-26,2118.35
2009-03-27,2074.11
2009-03-30,2001.70
2009-03-31,2028.32
2009-04-01,2061.88
2009-04-02,2123.78
2009-04-03,2146.65
2009-04-06,2128.30
2009-04-07,2076.93
2009-04-08,2102.46
2009-04-09,2184.75
2009-04-10,.
2009-04-13,2189.96
2009-04-14,2145.60
2009-04-15,2172.18
2009-04-16,2208.44
2009-04-17,2220.54
2009-04-20,2122.95
2009-04-21,2170.07
2009-04-22,2155.78
2009-04-23,2174.60
2009-04-24,2213.41
2009-04-27,2190.12
2009-04-28,2184.82
2009-04-29,2234.29
2009-04-30,2233.63
2009-05-01,2245.17
2009-05-04,2323.44
2009-05-05,2314.75
2009-05-06,2352.99
2009-05-07,2318.91
2009-05-08,2376.57
2009-05-11,2326.93
2009-05-12,2322.56
2009-05-13,2257.55
2009-05-14,2282.33
2009-05-15,2257.30
2009-05-18,2328.24
2009-05-19,2326.12
2009-05-20,2315.26
2009-05-21,2276.54
2009-05-22,2273.31
2009-05-25,.
2009-05-26,2334.31
2009-05-27,2291.28
2009-05-28,2325.39
2009-05-29,2357.25
2009-06-01,2420.94
2009-06-02,2425.84
2009-06-03,2390.89
2009-06-04,2419.36
2009-06-05,2413.86
2009-06-08,2410.07
2009-06-09,2421.05
2009-06-10,2413.43
2009-06-11,2428.62
2009-06-12,2430.30
2009-06-15,2372.08
2009-06-16,2340.80
2009-06-17,2337.02
2009-06-18,2355.80
2009-06-19,2363.62
2009-06-22,2290.47
2009-06-23,2294.87
2009-06-24,2311.77
2009-06-25,2361.63
2009-06-26,2360.56
2009-06-29,2381.59
2009-06-30,2363.01
2009-07-01,2374.26
2009-07-02,2305.28
2009-07-03,.
2009-07-06,2308.35
2009-07-07,2262.24
2009-07-08,2258.90
2009-07-09,2268.03
2009-07-10,2259.26
2009-07-13,2314.57
2009-07-14,2327.96
2009-07-15,2397.07
2009-07-16,2419.42
2009-07-17,2418.25
2009-07-20,2447.65
2009-07-21,2456.44
2009-07-22,2456.26
2009-07-23,2514.15
2009-07-24,2523.22
2009-07-27,2530.72
2009-07-28,2523.86
2009-07-29,2511.19
2009-07-30,2541.70
2009-07-31,2543.34
2009-08-03,2584.70
2009-08-04,2593.40
2009-08-05,2587.28
2009-08-06,2572.22
2009-08-07,2608.65
2009-08-10,2599.66
2009-08-11,2567.36
2009-08-12,2597.64
2009-08-13,2616.45
2009-08-14,2592.98
2009-08-17,2528.96
2009-08-18,2555.98
2009-08-19,2573.68
2009-08-20,2601.58
2009-08-21,2649.89
2009-08-24,2647.41
2009-08-25,2653.88
2009-08-26,2654.32
2009-08-27,2662.18
2009-08-28,2658.71
2009-08-31,2635.73
2009-09-01,2577.83
2009-09-02,2569.82
2009-09-03,2593.46
2009-09-04,2627.86
2009-09-07,.
2009-09-08,2653.46
2009-09-09,2675.63
2009-09-10,2704.09
2009-09-11,2701.93
2009-09-14,2720.17
2009-09-15,2731.29
2009-09-16,2773.87
2009-09-17,2764.62
2009-09-18,2771.06
2009-09-21,2762.35
2009-09-22,2781.17
2009-09-23,2751.63
2009-09-24,2723.24
2009-09-25,2706.94
2009-09-28,2756.29
2009-09-29,2751.87
2009-09-30,2742.68
2009-10-01,2670.41
2009-10-02,2657.03
2009-10-05,2698.48
2009-10-06,2735.42
2009-10-07,2743.91
2009-10-08,2766.62
2009-10-09,2782.41
2009-10-12,2794.42
2009-10-13,2786.37
2009-10-14,2835.50
2009-10-15,2846.79
2009-10-16,2823.18
2009-10-19,2850.27
2009-10-20,2831.65
2009-10-21,2806.41
2009-10-22,2836.25
2009-10-23,2801.08
2009-10-26,2767.68
2009-10-27,2756.06
2009-10-28,2698.19
2009-10-29,2759.54
2009-10-30,2682.05
2009-11-02,2698.75
2009-11-03,2708.60
2009-11-04,2711.23
2009-11-05,2764.95
2009-11-06,2771.28
2009-11-09,2834.06
2009-11-10,2834.69
2009-11-11,2849.45
2009-11-12,2818.84
2009-11-13,2835.95
2009-11-16,2878.32
2009-11-17,2881.10
2009-11-18,2878.93
2009-11-19,2838.77
2009-11-20,2829.33
2009-11-23,2866.38
2009-11-24,2864.58
2009-11-25,2879.02
2009-11-26,.
2009-11-27,2829.49
2009-11-30,2840.04
2009-12-01,2875.97
2009-12-02,2879.18
2009-12-03,2854.97
2009-12-04,2872.22
2009-12-07,2865.86
2009-12-08,2837.48
2009-12-09,2847.71
2009-12-10,2864.82
2009-12-11,2876.54
2009-12-14,2899.12
2009-12-15,2884.72
2009-12-16,2889.67
2009-12-17,2856.20
2009-12-18,2873.23
2009-12-21,2903.53
2009-12-22,2915.61
2009-12-23,2924.30
2009-12-24,2939.85
2009-12-25,.
2009-12-28,2942.59
2009-12-29,2938.57
2009-12-30,2938.99
2009-12-31,2909.18
2010-01-01,.
2010-01-04,2956.28
2010-01-05,2966.18
2010-01-06,2970.39
2010-01-07,2982.43
2010-01-08,2991.80
2010-01-11,2996.32
2010-01-12,2966.65
2010-01-13,2992.76
2010-01-14,2999.46
2010-01-15,2966.76
2010-01-18,.
2010-01-19,3003.53
2010-01-20,2973.03
2010-01-21,2919.02
2010-01-22,2854.95
2010-01-25,2867.90
2010-01-26,2856.16
2010-01-27,2868.68
2010-01-28,2834.12
2010-01-29,2804.50
2010-02-01,2845.92
2010-02-02,2883.25
2010-02-03,2867.94
2010-02-04,2777.63
2010-02-05,2785.17
2010-02-08,2762.40
2010-02-09,2798.57
2010-02-10,2793.22
2010-02-11,2822.71
2010-02-12,2818.59
2010-02-15,.
2010-02-16,2870.22
2010-02-17,2883.38
2010-02-18,2902.24
2010-02-19,2908.88
2010-02-22,2905.53
2010-02-23,2869.01
2010-02-24,2896.89
2010-02-25,2892.78
2010-02-26,2896.94
2010-03-01,2928.30
2010-03-02,2937.16
2010-03-03,2938.03
2010-03-04,2948.22
2010-03-05,2989.87
2010-03-08,2990.61
2010-03-09,2995.94
2010-03-10,3011.22
2010-03-11,3023.79
2010-03-12,3024.19
2010-03-15,3024.27
2010-03-16,3049.00
2010-03-17,3067.29
2010-03-18,3064.69
2010-03-19,3047.55
2010-03-22,3065.07
2010-03-23,3088.09
2010-03-24,3071.18
2010-03-25,3063.52
2010-03-26,3065.57
2010-03-29,3084.51
2010-03-30,3085.10
2010-03-31,3074.94
2010-04-01,3098.63
2010-04-02,.
2010-04-05,3126.10
2010-04-06,3132.14
2010-04-07,3114.99
2010-04-08,3124.46
2010-04-09,3146.28
2010-04-12,3151.86
2010-04-13,3154.70
2010-04-14,3190.86
2010-04-15,3192.96
2010-04-16,3142.75
2010-04-19,3153.57
2010-04-20,3180.79
2010-04-21,3178.66
2010-04-22,3188.60
2010-04-23,3212.66
2010-04-26,3198.98
2010-04-27,3123.86
2010-04-28,3143.24
2010-04-29,3185.18
2010-04-30,3131.85
2010-05-03,3173.01
2010-05-04,3095.51
2010-05-05,3073.89
2010-05-06,2974.22
2010-05-07,2925.65
2010-05-10,3055.75
2010-05-11,3047.26
2010-05-12,3093.41
2010-05-13,3057.16
2010-05-14,2998.10
2010-05-17,3001.69
2010-05-18,2959.08
2010-05-19,2942.32
2010-05-20,2826.93
2010-05-21,2870.23
2010-05-24,2834.61
2010-05-25,2835.46
2010-05-26,2822.84
2010-05-27,2918.31
2010-05-28,2883.55
2010-05-31,.
2010-06-01,2830.93
2010-06-02,2905.50
2010-06-03,2919.11
2010-06-04,2817.10
2010-06-07,2776.69
2010-06-08,2804.77
2010-06-09,2790.71
2010-06-10,2873.89
2010-06-11,2889.47
2010-06-14,2885.88
2010-06-15,2953.94
2010-06-16,2951.01
2010-06-17,2953.32
2010-06-18,2956.13
2010-06-21,2943.78
2010-06-22,2894.73
2010-06-23,2886.76
2010-06-24,2837.58
2010-06-25,2846.01
2010-06-28,2839.82
2010-06-29,2749.73
2010-06-30,2723.02
2010-07-01,2713.53
2010-07-02,2700.28
2010-07-05,.
2010-07-06,2712.51
2010-07-07,2799.98
2010-07-08,2826.67
2010-07-09,2848.14
2010-07-12,2848.05
2010-07-13,2894.05
2010-07-14,2893.28
2010-07-15,2896.04
2010-07-16,2812.27
2010-07-19,2829.16
2010-07-20,2862.75
2010-07-21,2826.14
2010-07-22,2890.53
2010-07-23,2916.00
2010-07-26,2950.51
2010-07-27,2944.55
2010-07-28,2922.88
2010-07-29,2910.57
2010-07-30,2912.27
2010-08-02,2975.82
2010-08-03,2960.43
2010-08-04,2981.07
2010-08-05,2976.74
2010-08-06,2966.74
2010-08-09,2983.58
2010-08-10,2963.05
2010-08-11,2879.56
2010-08-12,2865.06
2010-08-13,2853.66
2010-08-16,2854.67
2010-08-17,2891.89
2010-08-18,2897.29
2010-08-19,2848.62
2010-08-20,2839.14
2010-08-23,2826.35
2010-08-24,2784.44
2010-08-25,2795.03
2010-08-26,2773.82
2010-08-27,2822.12
2010-08-30,2780.98
2010-08-31,2782.01
2010-09-01,2865.04
2010-09-02,2893.01
2010-09-03,2931.15
2010-09-06,.
2010-09-07,2896.95
2010-09-08,2915.94
2010-09-09,2928.96
2010-09-10,2942.82
2010-09-13,2978.20
2010-09-14,2976.62
2010-09-15,2987.18
2010-09-16,2986.52
2010-09-17,2989.64
2010-09-20,3035.07
2010-09-21,3026.69
2010-09-22,3011.71
2010-09-23,2987.76
2010-09-24,3051.67
2010-09-27,3035.59
2010-09-28,3051.82
2010-09-29,3045.70
2010-09-30,3037.62
2010-10-01,3050.82
2010-10-04,3026.22
2010-10-05,3088.60
2010-10-06,3085.79
2010-10-07,3081.34
2010-10-08,3101.41
2010-10-11,3102.68
2010-10-12,3114.76
2010-10-13,3137.50
2010-10-14,3125.82
2010-10-15,3132.47
2010-10-18,3153.21
2010-10-19,3102.48
2010-10-20,3136.62
2010-10-21,3141.59
2010-10-22,3150.43
2010-10-25,3158.41
2010-10-26,3158.76
2010-10-27,3151.92
2010-10-28,3155.09
2010-10-29,3155.84
2010-11-01,3158.97
2010-11-02,3184.14
2010-11-03,3195.65
2010-11-04,3257.13
2010-11-05,3270.29
2010-11-08,3264.70
2010-11-09,3239.26
2010-11-10,3255.46
2010-11-11,3243.38
2010-11-12,3203.66
2010-11-15,3200.83
2010-11-16,3149.39
2010-11-17,3152.49
2010-11-18,3200.55
2010-11-19,3210.16
2010-11-22,3207.94
2010-11-23,3162.93
2010-11-24,3212.18
2010-11-25,.
2010-11-26,3189.69
2010-11-29,3185.72
2010-11-30,3166.13
2010-12-01,3234.35
2010-12-02,3275.41
2010-12-03,3286.01
2010-12-06,3282.65
2010-12-07,3283.54
2010-12-08,3293.88
2010-12-09,3306.10
2010-12-10,3326.53
2010-12-13,3326.23
2010-12-14,3329.18
2010-12-15,3311.90
2010-12-16,3333.90
2010-12-17,3338.23
2010-12-20,3346.56
2010-12-21,3367.97
2010-12-22,3379.64
2010-12-23,3374.22
2010-12-24,.
2010-12-27,3375.84
2010-12-28,3377.44
2010-12-29,3383.23
2010-12-30,3379.12
2010-12-31,3377.48
2011-01-03,3415.65
2011-01-04,3408.79
2011-01-05,3426.40
2011-01-06,3420.81
2011-01-07,3415.19
2011-01-10,3412.49
2011-01-11,3425.87
2011-01-12,3456.13
2011-01-13,3450.81
2011-01-14,3475.74
2011-01-17,.
2011-01-18,3483.34
2011-01-19,3445.81
2011-01-20,3438.63
2011-01-21,3444.94
2011-01-24,3466.60
2011-01-25,3467.69
2011-01-26,3485.32
2011-01-27,3494.27
2011-01-28,3432.36
2011-01-31,3458.70
2011-02-01,3516.03
2011-02-02,3507.48
2011-02-03,3516.58
2011-02-04,3526.75
2011-02-07,3549.38
2011-02-08,3565.22
2011-02-09,3555.52
2011-02-10,3560.06
2011-02-11,3581.39
2011-02-14,3592.22
2011-02-15,3579.82
2011-02-16,3603.73
2011-02-17,3615.61
2011-02-18,3621.05
2011-02-21,.
2011-02-22,3544.75
2011-02-23,3520.28
2011-02-24,3518.37
2011-02-25,3560.38
2011-02-28,3579.00
2011-03-01,3522.15
2011-03-02,3529.38
2011-03-03,3591.11
2011-03-04,3565.21
2011-03-07,3534.08
2011-03-08,3565.77
2011-03-09,3560.62
2011-03-10,3493.59
2011-03-11,3519.08
2011-03-14,3498.42
2011-03-15,3460.65
2011-03-16,3396.66
2011-03-17,3439.49
2011-03-18,3454.49
2011-03-21,3507.65
2011-03-22,3494.85
2011-03-23,3504.30
2011-03-24,3537.71
2011-03-25,3550.62
2011-03-28,3539.99
2011-03-29,3566.45
2011-03-30,3592.68
2011-03-31,3588.26
2011-04-01,3607.11
2011-04-04,3608.99
2011-04-05,3609.71
2011-04-06,3617.18
2011-04-07,3610.47
2011-04-08,3595.54
2011-04-11,3584.16
2011-04-12,3555.43
2011-04-13,3558.45
2011-04-14,3558.82
2011-04-15,3574.65
2011-04-18,3534.00
2011-04-19,3554.42
2011-04-20,3604.04
2011-04-21,3624.24
2011-04-22,.
2011-04-25,3619.00
2011-04-26,3651.58
2011-04-27,3674.91
2011-04-28,3687.07
2011-04-29,3696.18
2011-05-02,3689.09
2011-05-03,3672.96
2011-05-04,3647.86
2011-05-05,3617.66
2011-05-06,3632.14
2011-05-09,3650.80
2011-05-10,3681.27
2011-05-11,3642.30
2011-05-12,3660.00
2011-05-13,3630.01
2011-05-16,3606.60
2011-05-17,3603.77
2011-05-18,3638.75
2011-05-19,3646.56
2011-05-20,3619.94
2011-05-23,3575.33
2011-05-24,3572.03
2011-05-25,3585.54
2011-05-26,3602.50
2011-05-27,3618.94
2011-05-30,.
2011-05-31,3656.53
2011-06-01,3573.91
2011-06-02,3570.33
2011-06-03,3534.74
2011-06-06,3495.12
2011-06-07,3493.61
2011-06-08,3477.69
2011-06-09,3502.22
2011-06-10,3452.36
2011-06-13,3453.48
2011-06-14,3498.88
2011-06-15,3438.90
2011-06-16,3443.28
2011-06-17,3452.78
2011-06-20,3471.92
2011-06-21,3521.16
2011-06-22,3499.60
2011-06-23,3491.10
2011-06-24,3450.76
2011-06-27,3480.69
2011-06-28,3527.67
2011-06-29,3557.72
2011-06-30,3592.61
2011-07-01,3645.53
2011-07-04,.
